component 1,component 2,component 3
0.01119959532095216,-0.08396436689464497,-0.13335758435120834
-0.3590427353113358,-0.04891148433822087,-0.028228767390992046
-0.2596553927519396,0.03234199362395569,0.21067269621104495
0.3957758163902334,0.21412016797420588,-0.15166542826031093
-0.06689228935256034,0.0025623714723484164,-0.15710291485008693
-0.2635517224628559,-0.025084085814393184,-0.12565316758170011
0.2527443757413566,-0.09723041590549006,-0.10347090461843429
0.2563848722995772,-0.1442786203598359,-0.060083132199747646
-0.3857155015584067,0.19898337844826286,0.1121816565549258
-0.4212670584114023,0.17229867807348395,0.2409548108984637
0.16163536885430826,-0.001426757000390452,-0.20579056275884589
0.27003869131976527,-0.023940019354682762,-0.12472812078561177
0.9412939924726447,1.0369031614705917,-0.11754276250604964
0.19607231760085775,-0.1674065849944795,-0.08244769536502465
-0.40635681793120026,-0.007617194079024391,-0.10035153645746525
-0.5854689657395733,0.07673091803281548,0.08544699202130032
0.20279801590874527,0.051180511051182785,-0.2945559574075633
0.1881402236687438,-0.018498768875534827,-0.17638282729683294
-0.7560836209347954,0.195347153956393,0.06995900145738583
0.514745712077022,0.42028423858605546,-0.34125534110564065
-0.42601227963912414,0.15544577473639876,-0.12431753152327044
0.1970016435374599,-0.09038832565466975,-0.1467434044749389
-0.09390392690392113,0.01207943988117368,0.3126875086882673
0.1748209942068521,-0.13817943066987606,0.0868788776622837
-0.06437252358612193,-0.06933816494341778,-0.16217221081775052
0.22757153046449224,-0.13372024490517234,0.028056889797981044
-0.007829789180747955,-0.150796166121777,-0.0985998269999253
-0.61627757352232,0.14352232632868492,-0.0038886123777230517
-0.21172988495630454,-0.2986136005285028,-0.11894776221487156
-0.23024123155896925,0.07804855064658173,-0.03960884795687601
-0.13663045679082586,-0.20890149704772892,-0.050397733219851616
0.5394099826515576,0.244724027237687,0.24041714715005696
0.3471664786551842,-0.032766016871035246,0.24988741214721213
-0.8088184692474699,0.25857830672699444,0.07381980501387983
-0.7407228826991712,0.12420600329154727,0.0315157473449324
0.6247482827023401,0.3147309890197679,0.3682175669539804
0.18014260903823145,0.09925150333902663,-0.21806407264378688
-0.39732988333935193,-0.09496230349101686,-0.11619554276036402
0.16685378525522016,0.04995774499115431,-0.07815465358804646
0.03373964898834615,-0.07749538528202421,-0.12697475617499088
0.061038634463713284,-0.21596521437179317,-0.06334917550054998
-0.11467801783145014,-0.1258007106589783,-0.1595285325900024
0.2785837877848749,-0.1472761395987081,-0.010904944827086177
0.37896253067980556,-0.12293031777652534,0.22096529539510154
0.6386728672340585,0.47893855831126436,-0.05238759827340869
0.178961864006563,-0.1852755868289655,-0.09072882262736241
0.14392968480088975,-0.19743645212962205,-0.07496297614495995
-0.32574345563428286,-0.06180107294755589,0.2771948083525912
-0.137506024917242,-0.04406489451365725,-0.006618408438185849
0.15119100849618464,0.05927878782918442,-0.09581057871288477
-0.40805634163532867,0.021016497834455767,0.017638061887774503
0.23444950847699886,-0.19917173415600672,0.1077181099828436
0.2049934671300011,0.1672374718223821,-0.4062296813415436
-0.6760219880914472,0.16386376505694913,0.44256666923780896
0.7668282160875246,0.7964669871825435,-0.6016968545344238
0.348753759007758,0.0557867339215325,-0.06391599881815574
0.3978660221374692,0.03010608254404207,0.041021590881933044
-0.203551497042937,0.08402392752351305,-0.004575235731483942
-0.17039397451706384,-0.06562958380303721,0.13784952660875147
0.38683718231213177,-0.07002891532342019,-0.03525456209898681
0.4174883932932085,-0.11376678225969648,0.2041903043533493
0.03586661233015068,-0.2718649311702493,-0.1872040402826372
0.06481523981896567,-0.14862156252919204,-0.15872052516539795
-0.415458821165521,-0.039013568885155454,0.0930128725121384
0.054786329451585354,-0.06654156751684973,-0.03186980618424772
0.48006929261333375,0.13286984330786186,0.2288207219135861
0.6647561884795673,0.32474041869673836,0.3249174037869781
-0.19553566501011266,-0.08675241249893896,-0.03444314933625759
-0.5070289186149551,0.021660230121664712,0.07338396401068159
0.20256840955468988,-0.09480520870875517,-0.28882939461127827
-0.45369893973635805,0.00276048274725192,0.2777201881484148
-0.4553435949145306,0.13084639450962712,0.05854853958345178
-0.133459112509208,-0.09453803632062152,-0.06816898960912852
0.13881161533109568,-0.11554703504078659,-0.12157826070879875
0.14686767405707796,-0.1980388172231271,0.03804618424867486
-0.11434334945248661,0.035602175626425855,-0.2926957859826972
-0.5931654277624745,0.08399249267325537,0.2457372266113957
0.15093361076806286,-0.17362956804131385,-0.0672556980886217
0.3951364032922985,0.22655270784162188,-0.2123077305555057
0.39089491237658175,-0.010558183946247001,0.237937848082474
0.4836120747474236,0.035296683126136846,0.7328871925888836
0.17969874017239829,-0.1883335969821374,0.10274376550103083
-0.05658193011274116,-0.19450310374846624,-0.06239806228759879
-0.16007838094623034,-0.029624718514146844,-0.12190951118482136
0.06113318568400308,-0.17133915643467426,-0.0585860414758451
0.115512278006558,-0.03203380766647081,-0.19524300706979367
-0.33296824545701637,-0.019824302835773962,-0.029989028279535614
-0.5738966875202653,0.10878813658955855,0.032552320344114205
