component 1,component 2,component 3
-0.5990776408933927,0.09549001261083345,0.1575538087566894
0.15847429673261346,-0.21209240446273672,-0.06418900181211228
0.0036855177352031077,-0.1358672516939972,-0.1341820316438698
-0.6502349912467085,0.27597526274781325,-0.14267249313038238
0.20071124261596293,-0.06466222842615119,-0.10071548869889793
0.11253400135451537,-0.20604633143446768,0.11894180938466772
0.08748612332997954,-0.24430696026408533,-0.15356622668418624
0.440783586238544,0.016281586926702854,0.2691987742655633
0.5205263926665186,0.11505266691266729,0.2435197326573569
0.038809145454632384,-0.12198813297865477,-0.07862790089153365
0.25330504129968373,-0.0370924750988088,0.08019007956722624
0.2800487536378107,0.08194451910703099,-0.15126383988151554
-0.10721303971102701,-0.24817006961744228,-0.12289117629530756
0.23240595477558448,-0.1062566506139804,0.0250020793973835
0.1823838272351814,-0.10352266346148842,-0.1904068975197659
0.49552528689341735,0.24168216961753408,0.13560605134912476
0.03439589776107494,-0.05258709293438673,-0.17336680640886698
-0.5721153282550093,0.08891621815876753,-0.02157741225833023
-0.007218397155775289,-0.062287807182849986,-0.17276864261686067
-0.12086722580429878,-0.09859734242941016,-0.10254255555339456
0.25999884142173857,-0.2221539334606594,0.13793023394178064
-0.15372061380899976,0.029403044546585978,0.04029735422254977
0.13962489412562168,-0.26315962435920526,0.18004357815716654
0.4204160178754091,0.19485163562281899,-0.1585580718688621
0.20775215796331278,-0.12550835548981892,-0.0922113266716774
-0.653892510845002,0.113205780678923,0.14094936376409994
-0.6097543899838296,0.11313394663951923,0.37604016762481146
-0.1091355979386028,-0.030511475050591687,-0.14367346126079925
-0.5745202803834539,0.06366481471006144,0.04185860774979796
0.47654775027969176,0.0307698840604595,0.33576263282712826
-0.0075544329733613705,-0.11152782836095507,-0.18599421871760605
-0.7858316644817723,0.11402571744483594,0.02478396467584752
-0.8034838893582714,0.27514761566458934,0.012611871638340731
0.2393651764321954,-0.15904187045742302,0.04731193476678148
0.12443896375920953,-0.27840827690721104,-0.09000889934616141
0.11600645235384692,-0.2708605858159686,0.08177126457706502
-0.42968059289720206,0.026627740434681794,-0.04168589218929509
-0.6939619357067807,0.2490366873763292,0.13008407775187245
-0.392138431365164,0.20213517507171033,-0.2886890316249399
0.23640676125592827,-0.19429506732910923,0.1784217741132619
-0.5739691560831601,0.1831648202898715,-0.03010434496540854
0.2650144432355151,-0.15530616709127595,0.02130607704836935
0.4048801378198109,0.016648396815077234,-0.06993313001576974
0.36268560195194366,0.01439448356313995,-0.04914478493179335
0.5105399799986364,0.18525831146590885,0.3154458656167017
0.009573694302030799,-0.16573423460377834,-0.0044745819857138144
0.05395995149678738,-0.1748119870491727,0.06943505988835653
-0.09865431108665286,-0.16734251042284307,-0.064392533147928
0.07092179321796033,-0.18607666243595194,-0.026767993661255155
-0.3879883961544013,0.45514650091526604,-0.11312680175481328
-0.42124556726533635,-0.11361267592041138,-0.08477023310560183
0.2906716811183326,0.019593438329169658,-0.18094486794389253
-0.03110778378783486,-0.023372957565189457,-0.20367561283683436
0.4377602021056352,0.06678322287443282,0.19410305032586442
0.4164146415182646,-0.0016351853353274767,0.3636002063627315
-0.27613030106738906,0.06273829039854076,-0.12046673346586982
-0.48973168952192514,0.07255934545640565,0.038926380004552424
0.12798263729298615,-0.16692749025014642,0.08695672604648329
0.49096510196033827,0.037207978025628315,0.29084602677865595
-0.37608885572213174,0.0169908832166606,-0.04707107792631563
0.3780996531975857,-0.12977840069988847,0.2302371256179583
0.07644149860020621,-0.15817236349801214,-0.06353255399949453
-0.10013496920566016,-0.12037731835183324,0.026349737269133616
-0.5962174429893381,0.12361252349992644,-0.015190365195745816
-0.5779248168494964,0.07626721246657463,0.20310701715667506
-0.0598728659260182,0.006685195267384922,-0.1897318615625843
-0.8363862705231494,0.23301511895405821,0.06749486170153554
0.3309635777501881,0.02713870764043264,-0.1618645231784511
0.4240775777017765,0.10609822228112614,0.17024147179294863
-0.17037830303188475,-0.17020478522225627,-0.10602110476606733
-0.07200362046638976,-0.2119012447266529,-0.1822111000592167
0.11973000346143775,-0.23911594380817827,-0.04311966102165882
-0.20952202578426685,0.019495731483559115,0.11424271286628256
0.527446007108021,0.3704888918645324,0.012797005658742115
0.24823305569699408,0.0061808520880794636,0.12554469906551505
0.4325744825044996,-0.07232825032713061,0.223164878485956
0.07650104644178085,-0.1739250969199724,-0.14423263091654806
0.4633584620428899,-0.09696990020073872,0.28933514057104215
-0.003560026446418129,0.006835796438984769,-0.012949979715275218
